Request ID,Case Number,Created Date,Last Updated,Status,Title,Description,Account ID,Account Name,Account PAN,Account Industry,Customer Type,Customer Segment,Account Category,Turnover,Product,Priority,Severity,Ticket Count,Active Asset Value,Account Active ARR,Asset Currency,Tags,Source File,Case Record Type,JIRA Issue ID,Has JIRA,JIRA URL,Status (JIRA),Status Category (JIRA),Issue Type 1,Issue Type 2,Issue Type 3,Issue Type 4
1072757,1072757,2026-01-09 12:59:41.000,,Pending,"Ozonetel Call: 918329949362 | UCID: 24067963564891665 | Date: 09/01/2026, 6:29 pm | CallType: Inbound","Ozonetel Task ID: 00TNo00000Zsrd6MAB Call Type: Inbound Call Disposition: answered Caller: 918329949362 Call Date: 09/01/2026, 6:29 pm UCID: 24067963564891665",0012x00000GfUkDAAV,My Car (Pune) Private Limited,AAECM2713M,Automobiles,Large Enterprise,B2B - Enterprise,Gold,2501-5000 Cr,IDT,P2,,1,,1770000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1049134,1049134,2025-10-13 11:27:00.000,,Pending,Reconciliation of E-way bill should also happen separately with delivery challans,"Client needs a facility to do a reconciliation of EWB with delivery challan. Also, in cases where ITC-04 is applicable, client wants that the same needs to be done with ITC-04 as well as it has delivery challan details.",0012x00000BkKdqAAF,Ghcl Limited,AAACG5609C,Chemicals,Large Enterprise,B2B - Enterprise,Platinum,2501-5000 Cr,IDT,P2,,1,,1350000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1077476,1077476,2026-01-29 08:33:15.000,,Pending,"Ozonetel Call: 919958744861 | UCID: 24069675574739057 | Date: 29/01/2026, 2:02 pm | CallType: Inbound","Ozonetel Task ID: 00TNo00000arPrsMAE Call Type: Inbound Call Disposition: answered Caller: 919958744861 Call Date: 29/01/2026, 2:02 pm UCID: 24069675574739057",0012x00000ASllkAAD,HPM CHEMICALS AND FERTILIZERS LIMITED,AAACH0623D,Chemicals,Large Enterprise,B2B - Enterprise,Gold,501-1000 Cr,IDT,P2,,1,,1784300.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1075764,1075764,2026-01-21 04:33:01.000,,Pending,"Limit ""Recalculate Payment Recommendation"" to only the selected invoices, not the full table.","When client select specific vouchers and click ""Recalculate Payment Recommendation,"" the tool recalculates for the entire table—including unselected current-period data—rather than just the chosen entries. Ask: Limit ""Recalculate Payment Recommendation"" to only the selected invoices, not the full table.",0012x00000BkKdeAAF,Alkem Laboratories Limited,AABCA9521E,Pharmaceuticals,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,4000000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1056355,1056355,2025-11-12 06:34:56.000,,Pending,26AS recon manual linking feature,"Dear team, In 26 AS recon, the manual linking feature is required specifically for missing docs (linking a missing document in 26AS with a missing TRL).",001C5000003SSEkIAO,CHAKIAT AGENCIES PRIVATE LIMITED,AABCC6281F,Retail,Large Enterprise,B2B - Enterprise,Platinum,201-500 Cr,DT,P2,,1,,3472000.0,,TDS,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1074414,1074414,2026-01-15 07:45:24.000,,Pending,Ingestion of ISD Documents via Clear Purchase Template,"Ingestion of ISD Documents via Clear Purchase Template While ingesting the data, those documents got stuck in error",0012x00000ASl3zAAD,AGILENT TECHNOLOGIES INDIA PRIVATE LIMITED,AABCA9874A,Electronics System Design & Manufacturing,Large Enterprise,B2B - Enterprise,Platinum,1001-2500 Cr,IDT,P2,,1,,3422030.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1058897,1058897,2025-11-19 10:35:23.000,,Pending,GSTR -1A Filing Tab Not showing in Filing Tracker Report,"Dear Clear Team, Please find the attached GSTR Filing Tracker from the Clear Tax Portal. It appears that the GSTR-1A filing return is not showing. Kindly check and update the GSTR-1A tab in the tracker accordingly. [cid:image001.png@01DBA627.7C7F3B50] Thanks, Surya kanta Nayak Assistant Manager (F & A) Indirect Tax (IDT) SIGNATURE GROUP Mobile No.+91-8826060136 Land Line Extn-789 Signature Tower, Tower-B, South City-1, Sector 30, Gurugram, Haryana 122 001, India [cid:image002.png@01DBA627.7C7F3B50] [cid:image003.png@01DBA627.7C7F3B50]",0012x00000HI5P9AAL,Signatureglobal (India) Private Limited,AACCR3807M,Real Estate,Large Enterprise,B2B - Enterprise,Silver,1001-2500 Cr,IDT,P1,,1,,850000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1063902,1063902,2025-12-08 05:33:11.000,,Pending,"Feature Request : Add new columns ITC Claim (as per 8A) , ITC Claim (as per PR) in 8A vs PR recon report.","Feature Request : Add new columns ITC Claim (as per 8A) , ITC Claim (as per PR) in 8A vs PR recon report.",001C5000004983VIAQ,Zepto,AAICK4821A,E-Commerce,Large Enterprise,B2B - Enterprise,Super Platinum,1001-2500 Cr,IDT,P2,,1,,14980000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1078187,1078187,2026-02-01 07:03:55.000,,Pending,Feature Request - Cash Ledger Report & ITC Credit Ledger Report,Feature Request - Cash Ledger Report & ITC Credit Ledger Report. Also to trigger the download at the PAN level,0012x00000J5FXVAA3,Apl Apollo Tubes Limited,AAACB0960D,Manufacturing,Large Enterprise,B2B - Enterprise,Gold,5001+ Cr,IDT,P2,,1,,1150000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1081933,1081933,2026-02-13 11:29:14.000,,Pending,IMS Console - Warning flag,"Ask : Issue with IMS warning flag. If ITC claimed in 2B vs PR, system should flag if the user tries to keep these transactions under pending status on IMS console",001C5000003SCdzIAG,Trent Limited,AAACL1838J,Retail,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,23180000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1040129,1040129,2025-09-15 06:58:26.000,,Pending,Acceptance of TDS/TCS credits,Need to check whether we can file TCS return from Clear Tool with validation. Clear can provide the GSTN wise TCS credit available and accordingly TCS return can be filed for multiple GSTN. Feature request - TDS/ TCS credits accepted on GST portal directly. Upload an excel with TDS credit accepted file and Clear to check at PAN level and mark them as accepted and the balance should reflect in ECL,001C5000003SCdzIAG,Trent Limited,AAACL1838J,Retail,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,23180000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1067382,1067382,2025-12-18 09:01:45.000,,Pending,Feature Request,"The client reported that they have a few PR non-e-invoice documents, which are manually generated for price differences, containing more than 6,800 line items. Due to this, the client is unable to ingest the data either through integration or manually, as the current maximum line item limit for ingestion is 6,500. The client has requested an increase in the line item limit to accommodate such documents.",0012x00000HpsqLAAR,Vee Gee Industrial Enterprises Private Limited,AACCV6675P,Manufacturing,Large Enterprise,B2B - Enterprise,Super Platinum,1001-2500 Cr,IDT,P2,,1,,4244250.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1077811,1077811,2026-01-30 10:31:33.000,,Pending,Warning sign if Ineligible ITC is actioned upon again on the same invoice,"Ineligible ITC action can be taken multiple times on a single invoice Ineligible ITC is allowed ""Ineligible ITC"" and ""claim ITC"" leading to duplicate actions in Table 4.",001C5000003SCdzIAG,Trent Limited,AAACL1838J,Retail,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,23180000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1062931,1062931,2025-12-03 11:22:15.000,,Pending,Feature request : Data Overview | Import History,"Fix duplicates layer : If the user click on fix duplicates on the tool, takes the action (Skip/Overwrite/Merge), the same is done and if any other user wants to check what action was taken, then the same is not visible. Fix errors: Errors fixed directly on the UI are not maintained in the error report to understand what was the error thatwaqs rectified. Also, if any document is deleted from the fix errors tab on the UI directly, it is not reflecting in deloete history or restore docs nor the same is available in the error report.",0012x00000ASkYgAAL,HAVMOR ICE CREAM PRIVATE LIMITED,AABCH6766L,Food Processing,Large Enterprise,B2B - Enterprise,Super Platinum,1001-2500 Cr,IDT,P2,,1,,10581250.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1047238,1047238,2025-10-07 12:50:09.000,,Pending,TCS challan without utilising cash balance,The zomato team wants to generate the TCS challans without utilising the cash balance available in cash ledger,0012x00000ASluhAAD,Zomato Limited,AADCD4946L,Food Processing,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,6300000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1047224,1047224,2025-10-07 12:34:25.000,,Pending,Pending RCM Liability Statement,There is one statement available over GSTIN network similar to ECRS statement w.r.t. RCM. The customer wants the same statement in the GST tool,0012x00000ASluhAAD,Zomato Limited,AADCD4946L,Food Processing,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,6300000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1052340,1052340,2025-10-28 11:02:48.000,,Pending,GST report requirements from Clear Tax,"Hi team, Client is having the below requirement. 1) Independent Report reflecting the GST input credit pertaining to FY 2024–25 which has not been claimed till date. 2) Reconciliation Statement – GSTR 3B vs GSTR 2B vs Purchase Register, comprising both summary and document-level views, presented period-wise for GST Input Credit. 3) GSTR 1 vs GSTR 3B vs Sales Register (Outward Supplies), including both summary and document-wise views. 4) Report reflecting the for GST payments made for tax periods. Could you please connect with Akshaya at 7358318533 or share a meeting link for 6pm and connect, they are available.",001C5000003SKmHIAW,Vivriti Capital,AAFCV9757P,Financial Services,Large Enterprise,B2B - Enterprise,Gold,201-500 Cr,IDT,P2,,1,,2255000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1079123,1079123,2026-02-04 11:34:00.000,,Pending,Bulk error file should show either ingestion error which are only pending or highlight the errors which have been solved,"Current product behavior - Once the errors are corrected, they are moved to the Document section. But in Import History, if any user downloads “Bulk Error report” again, they will see all such ingestion errors again. Alkem’s requirement - Once an user corrects the ingestion error, then Clear should highlight in the error file that the error stands correct by the respective user. Otherwise, once the errors are corrected then the same should not appear when “Bulk error report” is re-generated",0012x00000BkKdeAAF,Alkem Laboratories Limited,AABCA9521E,Pharmaceuticals,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,4000000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1077817,1077817,2026-01-30 10:41:59.000,,Pending,Warning sign if any doc which is claimed in recon is changed/amended/merged,"""Documents should not changed/delete/amended once ITC Claimed in data overview Ask - Once the """"Claim ITC"""" action is taken, the documents must be freezed. If the user is trying to amend/delete the document in Data Overview or if its getting merged (via integration) he should receive a warning sign""",001C5000003SCdzIAG,Trent Limited,AAACL1838J,Retail,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,23180000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1077836,1077836,2026-01-30 11:02:41.000,,Pending,"Require unique remarks of ""Mismatched Fields"" after considering threshold limit","Require unique remarks of ""Mismatched Fields"" after considering threshold limit",001C5000003SCdzIAG,Trent Limited,AAACL1838J,Retail,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,23180000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1061411,1061411,2025-11-28 13:29:32.000,,Pending,Supplier Name Prefix Filter Not Returning Results in Data Overview,"The client is unable to view invoices in the Data Overview section when filtering using only the initial characters of the supplier name. For example, as shown in the screenshot, typing ‘Gupshup’ does not fetch any results, whereas entering the complete supplier name does. The same issue persists for multiple other suppliers as well. However, when the prefix is entered, the system does display invoices that correspond to the initials of the respective account in 2B vs PR.",001C5000003SIMEIA4,Indian Health Organisation Private Limited,AABCI9768H,Healthcare,Large Enterprise,B2B - Enterprise,Bronze,201-500 Cr,IDT,P2,,1,,510000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1068429,1068429,2025-12-23 05:43:15.000,,Pending,Feature Request - Provide the option to ingest the GSTR-9/9C data with the government template.,Feature Request - Provide the option to ingest the GSTR-9/9C data with the government offline utility.,001Os000005vNjRIAU,SG Mart,AAACJ6195Q,,Large Enterprise,B2B - Enterprise,Gold,,IDT,P2,,1,,315000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1052293,1052293,2025-10-28 09:29:18.000,,Pending,Supply type Bifurcation,"When a document contains multiple line items with differing supply types, the items are merged and the document is classified as B2C. For example, ABC01 includes both taxable and exempt line items, yet the exempt line is processed as a B2C at 0%. The data is uploaded via GL transformation files.",0012x00000AUKLnAAP,Kids clinic india private limited,AACCK7678R,Healthcare,Large Enterprise,B2B - Enterprise,Super Platinum,1001-2500 Cr,IDT,P2,,1,,2836500.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1058905,1058905,2025-11-19 10:45:17.000,,Pending,DSC signing on auto-generated ISD distribution invoice PDFs,Client needs DSC signing on ISD invoices being auto-generated through Clear.,0012x00000BkKdeAAF,Alkem Laboratories Limited,AABCA9521E,Pharmaceuticals,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,4000000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1047913,1047913,2025-10-09 10:16:13.000,,Pending,"Ozonetel Call: 9686665707 | UCID: 24060004958913682 | Date: 09/10/2025, 3:46 pm | CallType: Inbound","Ozonetel Task ID: 00TNo00000V6N0CMAV Call Type: Inbound Call Disposition: answered Caller: 9686665707 Call Date: 09/10/2025, 3:46 pm UCID: 24060004958913682",001C5000002jV8NIAU,Supreem Pharmaceuticals Mysore Private Limited,AABCC9895R,Pharmaceuticals,Large Enterprise,B2B - Enterprise,Bronze,51-100 Cr,IDT,P2,,1,,390000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1075763,1075763,2026-01-21 04:30:33.000,,Pending,Need change in document level rules for Missing and Mismatch vouchers,"Due to the current product behavior, invoices in ""Missing"" or ""Mismatch"" categories get automatically blocked—which is correct but misaligns with Alkem's procedures. If the primary action is set to ""Make Full Payment,"" the team must block these manually, resulting in duplicated effort and ongoing tracking. This manual process is unsustainable. Ask: For Missing/Mismatch cases, add an option in payment blocking: Even if the primary action is ""Make Full Payment,"" trigger payment blocks if reconciliation actions are set to ""ITC Pending,"" ""No Action,"" or if ""ITC Claim"" is not taken.",0012x00000BkKdeAAF,Alkem Laboratories Limited,AABCA9521E,Pharmaceuticals,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,4000000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1062813,1062813,2025-12-03 09:57:51.000,,Pending,"Ozonetel Call: 918377034920 | UCID: 24064755851586718 | Date: 03/12/2025, 3:27 pm | CallType: Inbound","Ozonetel Task ID: 00TNo00000Y3lmwMAB Call Type: Inbound Call Disposition: answered Caller: 918377034920 Call Date: 03/12/2025, 3:27 pm UCID: 24064755851586718",001C5000008EDbiIAG,Global Account Old ITR,TESTTESTPA,,Large Enterprise,B2B - Enterprise,Bronze,25-50Cr,IDT,P2,,1,,0.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1061414,1061414,2025-11-28 13:37:54.000,,Pending,Request for Validation of Advance Amendment Auto-Population Functionality,"Normally, when a client amends an advance on the government portal, the previously reported return-period value is auto-populated. However, this does not appear in Clear. This may be an API limitation, but please verify whether we can enable similar functionality within our product. Attachment provided",001C5000003SIMEIA4,Indian Health Organisation Private Limited,AABCI9768H,Healthcare,Large Enterprise,B2B - Enterprise,Bronze,201-500 Cr,IDT,P2,,1,,510000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1079764,1079764,2026-02-06 09:02:40.000,,Pending,Single recon for Revenue GL and Output tax GL,Availability of single recon for Revenie GL and Output tax GL vs SR.,001C5000003SCdzIAG,Trent Limited,AAACL1838J,Retail,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,GL Stream,P2,,1,,23180000.0,,GL_STREAM,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1082783,1082783,2026-02-18 06:12:50.000,,Pending,Feature Request for Reject Action in GSTR 2B vs PR Reconciliation,"In the 2B vs PR reconciliation module, when a Reject action is taken, the corresponding reject month is not reflected in the Excel report. However, for the Claim action, the action month is properly captured and displayed in the report (Excel screenshot attached for reference).",0012x00000ASltfAAD,Grasim Industries Limited,AAACG4464B,Chemicals,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,6575699.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1073236,1073236,2026-01-11 17:19:33.000,,Pending,Rule 43 Automatic reversal computation in GSTR 3B,"Dear Team, Rule 43 - Automated and error-free computation with detailed workings available in CCC for audit/assessment.",001C5000002NID3IAO,Chemplast Sanmar Limited,AAACC3000F,Chemicals,Large Enterprise,B2B - Enterprise,Super Platinum,2501-5000 Cr,IDT,P2,,1,,18900000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1054939,1054939,2025-11-07 06:37:11.000,,Pending,"Ozonetel Call: 919205122273 | UCID: 24062497397186175 | Date: 07/11/2025, 12:06 pm | CallType: Inbound","Ozonetel Task ID: 00TNo00000Wpn17MAB Call Type: Inbound Call Disposition: answered Caller: 919205122273 Call Date: 07/11/2025, 12:06 pm UCID: 24062497397186175",001C500000CGleKIAT,ICONIC FACILITY SERVICES PRIVATE LIMITED,AAJCB6741M,others,Large Enterprise,B2B - Enterprise,Bronze,,IDT,P2,,1,,655000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1056511,1056511,2025-11-12 09:49:56.000,,Pending,Activation of Duplication layer in data overview for Purchase,Activation of Duplication layer in data overview for Purchase Workspace ID: a4d34fce-b361-4d21-a60a-05430083eb05,001Os00000JsuX3IAJ,ONE SGG VENTURES LLP,AAIFO3752B,Financial Services,Large Enterprise,B2B - Enterprise,Super Platinum,,IDT,P2,,1,,2150000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1037231,1037231,2025-09-09 07:14:21.000,,Pending,GL Type Column in GL Stream,"Customer has requested for GL type identification i.e. whether a particular GL is expense, revenue, asset or liability. This was earlier available when we showcased the demo but now been removed from the General Ledger View. The purpose to bring this column is that customer want to do recon of Entries in complete expense GL against Purchase Register Entries.",0012x00000ASkOrAAL,RAM RATNA ELECTRICALS LIMITED,AAACK8143R,Electronics System Design & Manufacturing,Large Enterprise,B2B - Enterprise,Super Platinum,2501-5000 Cr,GL Stream,P2,,1,,6562500.0,,GL_STREAM,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1054750,1054750,2025-11-06 10:50:41.000,,Open,In GL Recon - Individual Tax values to be shown,"Hi Team, In GL recon, particularly for Output GL vs SR & Revenue vs SR Recon, in the summary page itself we are showing total tax values, but the requirement is to show individual values ie., CGST,SGST & IGST values separately along with total tax. Please check and update the timelines.",0012x00000ASk76AAD,COROMANDEL INTERNATIONAL LIMITED,AAACC7852K,Chemicals,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,GL Stream,P2,,1,,23822500.0,,GL_STREAM,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1060581,1060581,2025-11-26 06:40:45.000,,Pending,"Voucher date column in 2A v/s PR, 2B v/s PR Report","In reconciliation 2A v/s PR, 2B v/s PR report, client needs voucher date column.",0012x00000ASkQBAA1,VIACOM 18 MEDIA PRIVATE LIMITED,AAACM9164E,Media and Entertainment,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,12342800.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1077823,1077823,2026-01-30 10:50:32.000,,Pending,Reconciliation Result dashboard - As per Trent Remark.,Dashboard shared for reference in separate sheet.,001C5000003SCdzIAG,Trent Limited,AAACL1838J,Retail,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,23180000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1081916,1081916,2026-02-13 10:45:20.000,,Pending,Bulk error report,"Ask :The Bulk error report is genberated as per Entry date. However, we want it as per return period.",001C5000003SCdzIAG,Trent Limited,AAACL1838J,Retail,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,23180000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1079012,1079012,2026-02-04 08:46:57.000,,Pending,Remove the Group id and group remarks feature in 2A vs PR Recon,"Remove the Group id and group remarks feature in 2A vs PR Recon,. Basis remarks provided by the product team - Group Id and Group Remark columns should be removed, as we do not have that feature in 2A recon. Please reach out to Karthikeyan Sivaji for additional inputs.",0012x00000ASlZwAAL,VISHAL MEGA MART PRIVATE LIMITED,AAGCM7158Q,Retail,Large Enterprise,B2B - Enterprise,Gold,2501-5000 Cr,IDT,P2,,1,,3240000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1047208,1047208,2025-10-07 12:17:57.000,,Pending,Missing MY GSTIN check,"Missing Checks in ""MY GSTIN"" field: The CT tool did not flag any error when TCS GSTINs were entered in the ""MY GSTIN"" field for GSTR 1 data ingestion",0012x00000ASluhAAD,Zomato Limited,AADCD4946L,Food Processing,Large Enterprise,B2B - Enterprise,Super Platinum,5001+ Cr,IDT,P2,,1,,6300000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
1071385,1071385,2026-01-06 09:52:38.000,,Pending,Give GSTR-9 table 6 references in table 4 snapshot report,If the source of table 6 of GSTR-9 is set as table 4 then it isn't easy to understand as to how the figures are derived and we need to apply multiple filters to check the amounts and underlying data. G9 reference columns can be added in the end and references can be given as to in which column has a specific entry been considered.,0012x00000ASkS3AAL,OMNICOM MEDIA GROUP INDIA PRIVATE LIMITED,AAACR5190H,Media and Entertainment,Large Enterprise,B2B - Enterprise,Platinum,2501-5000 Cr,IDT,P2,,1,,5015000.0,,GST 2.0,report1772101003441.xls,B2B Enterprise,,0,,,,,,,
